Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Come On Down To My Boat,Every Mother’s Son,2:35,4,0.602,0.688,10,-7.263,1,0.0359,0.455,0,0.0308,0.915,127.89,35,1967
Tell It To The Rain,the Four Seasons,3:45,4,0.371,0.827,10,-4.098,0,0.0307,0.0251,0.00000753,0.16,0.436,173.991,35,1967
Nashville Cats,The Lovin’ Spoonful,2:34,4,0.776,0.451,0,-11.224,1,0.0405,0.35,0,0.101,0.742,89.575,35,1967
Little Bit O’ Soul,The Music Explosion,2:21,4,0.539,0.694,7,-8.627,1,0.0697,0.384,0,0.202,0.877,131.901,35,1967
Funky Broadway,Wilson Pickett,2:40,4,0.708,0.541,1,-9.457,1,0.038,0.143,0.467,0.138,0.946,122.022,35,1967
Come Back When You Grow Up,Bobby Vee,2:18,4,0.646,0.188,7,-14.704,1,0.0351,0.833,0,0.123,0.503,115.102,34,1967
98.6,Keith,3:07,4,0.542,0.335,7,-10.291,1,0.0383,0.38,0,0.0828,0.504,74.524,34,1967
Winchester Cathedral,The New Vaudeville Band,2:16,4,0.847,0.371,7,-13.909,1,0.0659,0.614,0.00000355,0.0502,0.914,122.638,33,1967
My Cup Runneth Over,Ed Ames,2:44,3,0.344,0.365,7,-9.628,1,0.0279,0.801,0.000509,0.0712,0.359,100.79,31,1967
On A Carousel,The Hollies,3:12,4,0.586,0.627,0,-7.938,1,0.0318,0.523,0.0000269,0.57,0.712,121.234,31,1967
(I Know) I’m Losing You,The Temptations,3:56,4,0.779,0.712,7,-7.246,0,0.0362,0.0359,0.00993,0.12,0.65,120.009,31,1967
You’re My Everything,The Temptations,4:19,3,0.415,0.591,5,-6.776,1,0.0704,0.664,0.0000335,0.14,0.263,88.068,30,1967
There’s A Kind Of Hush,Herman’s Hermits,2:36,4,0.567,0.654,0,-9.411,1,0.0424,0.208,0.00000125,0.414,0.556,128.035,29,1967
Him Or Me – What’s It Gonna Be,Paul Revere & the Raiders featuring Mark Lindsay,2:50,4,0.528,0.838,3,-5.506,1,0.0265,0.292,0,0.0954,0.905,97.264,25,1967
"For What It’s Worth (STOP, Hey What’s That Sound)",Buffalo Springfield,2:33,4,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,23,1967
Let’s Live For Today,The Grass Roots,2:49,4,0.6,0.494,1,-8.266,0,0.0301,0.284,0,0.0618,0.477,116.466,23,1967
Sock It To Me-Baby!,Mitch Ryder & the Detroit Wheels,3:06,4,0.65,0.712,2,-8.096,0,0.0661,0.586,0,0.628,0.845,144.955,21,1967
Love Is Here And Now You’re Gone,The Supremes,2:54,4,0.701,0.699,5,-7.63,1,0.041,0.452,0.000019,0.0646,0.873,120.165,18,1967
She’d Rather Be With Me,The Turtles,2:14,4,0.404,0.467,7,-9.223,1,0.0344,0.882,0.71,0.133,0.732,130.485,1,1967
Think,Aretha Franklin,2:57,4,0.659,0.789,3,-5.723,0,0.0293,0.487,0,0.115,0.468,139.982,85,1968
"Woman, Woman",Gary Puckett & The Union Gap,2:52,4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,84,1968
(SITTIN’ On) The Dock Of The Bay,Otis Redding,2:43,4,0.768,0.367,2,-11.226,1,0.0315,0.683,0.0000179,0.081,0.532,103.621,83,1968
Mrs. Robinson,Simon & Garfunkel,4:04,4,0.606,0.457,6,-14.035,0,0.0497,0.713,0.0000253,0.0747,0.813,92.033,80,1968
Honey,Bobby Goldsboro,2:15,4,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,76,1968
I Got The Feelin’,James Brown,4:49,4,0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,76,1968
I Say A Little Prayer,Aretha Franklin,3:36,4,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,75,1968
I Heard It Through The Grapevine,Gladys Knight & the Pips,3:14,4,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,72,1968
Fire,The Crazy World of Arthur Brown,3:47,4,0.638,0.831,8,-5.039,1,0.049,0.142,0,0.113,0.649,124.071,72,1968
Young Girl,Gary Puckett & The Union Gap,3:41,4,0.629,0.804,2,-5.987,1,0.103,0.0169,0.000497,0.177,0.294,130.006,71,1968
Hey Jude,The Beatles,7:05,4,0.386,0.607,10,-7.7,1,0.0261,0.0112,0.0000138,0.088,0.532,147.207,71,1968
Daydream Believer,The Monkees,2:59,4,0.51,0.488,7,-10.304,1,0.0304,0.256,0,0.11,0.649,125.683,70,1968
Love Child,The Supremes,2:17,4,0.726,0.825,0,-7.915,1,0.0277,0.12,0.000235,0.314,0.645,127.501,70,1968
Sunshine Of Your Love,Cream,4:10,4,0.683,0.594,2,-8.289,1,0.0347,0.385,0.0000861,0.121,0.734,115.099,69,1968
White Room,Cream,4:58,4,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,69,1968
Light My Fire,José Feliciano,7:09,4,0.413,0.725,3,-5.787,0,0.0324,0.369,0.0000216,0.0905,0.44,124.618,69,1968
Love Is All Around,The Troggs,4:06,4,0.523,0.689,10,-6.58,1,0.027,0.228,0,0.109,0.547,84.09,69,1968
Hello Goodbye,The Beatles,3:39,4,0.636,0.768,8,-6.314,0,0.0329,0.629,0.0183,0.133,0.629,129.941,68,1968
Tighten Up,Archie Bell & the Drells,3:31,4,0.504,0.705,6,-6.179,0,0.0665,0.00121,0.00000412,0.453,0.567,108.965,67,1968
I Thank You,Sam and Dave,7:45,4,0.517,0.738,1,-10.119,1,0.0347,0.413,0.174,0.187,0.19,129.988,66,1968
Born To Be Wild,Steppenwolf,3:32,4,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,66,1968
Slip Away,Clarence Carter,3:55,4,0.693,0.547,11,-9.02,0,0.041,0.42,0.141,0.102,0.774,77.968,65,1968
Simon Says,1910 Fruitgum Company,2:53,4,0.622,0.913,1,-3.701,1,0.462,0.141,0.0000271,0.12,0.546,92.222,64,1968
The Horse,Cliff Nobles,3:54,4,0.489,0.745,0,-4.625,0,0.107,0.301,0,0.101,0.268,122.462,64,1968
Revolution,The Beatles,3:51,4,0.574,0.833,8,-6.239,0,0.0563,0.0611,0,0.105,0.574,86.008,64,1968
Hush,Deep Purple,3:02,4,0.708,0.554,10,-6.83,0,0.0311,0.403,0.0428,0.126,0.564,103.999,63,1968
Angel Of The Morning,Merrilee Rush,4:10,4,0.452,0.313,8,-9.309,1,0.026,0.433,0.000026,0.0772,0.344,75.806,63,1968
The Look Of Love,Sérgio Mendes,3:29,4,0.739,0.897,9,-4.566,0,0.0896,0.112,0.00103,0.309,0.915,121.007,63,1968
Mony Mony,Tommy James and the Shondells,5:01,4,0.742,0.743,10,-6.293,0,0.0508,0.00935,0,0.22,0.485,135.012,63,1968
You Keep Me Hangin’ On,Vanilla Fudge,4:15,4,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,63,1968
Spooky,Classics IV,2:44,4,0.776,0.47,4,-10.308,0,0.0318,0.419,0,0.139,0.963,106.329,62,1968
Chain Of Fools,Aretha Franklin,2:47,4,0.721,0.567,10,-9.516,1,0.0389,0.221,0,0.465,0.914,116.643,61,1968
Over You,Gary Puckett & The Union Gap,3:24,4,0.425,0.922,3,-2.6,1,0.0412,0.0174,0,0.104,0.564,156.045,61,1968
Those Were The Days,Mary Hopkin,1:21,4,0.804,0.399,5,-8.444,0,0.0509,0.375,0.000592,0.101,0.391,92.942,61,1968
Love Is Blue,Paul Mauriat,6:43,4,0.269,0.591,10,-5.79,0,0.0416,0.453,0.000695,0.0702,0.228,183.793,61,1968
"Hello, I Love You",The Doors,2:13,4,0.597,0.554,11,-14.144,0,0.0425,0.029,0,0.0766,0.963,117.835,61,1968
Jumpin’ Jack Flash,The Rolling Stones,3:43,4,0.592,0.911,3,-6.641,1,0.0531,0.0812,0.634,0.0988,0.662,137.252,61,1968
Elenore,The Turtles,2:31,4,0.63,0.625,4,-8.407,1,0.0375,0.6,0.0000152,0.24,0.887,122.504,59,1968
"The Good, The Bad And The Ugly",Hugo Montenegro,2:42,4,0.304,0.657,0,-13.567,1,0.0824,0.787,0.954,0.113,0.102,120.338,58,1968
La-La (MEANS I Love You),The Delfonics,3:20,4,0.365,0.548,2,-7.727,1,0.0288,0.678,0,0.184,0.623,171.242,58,1968
I Second That Emotion,Smokey Robinson & the Miracles,2:41,4,0.711,0.663,2,-9.262,1,0.0308,0.26,0.0000012,0.0291,0.896,96.812,57,1968
"Baby, Now That I’ve Found You",The Foundations,2:38,4,0.638,0.71,0,-4.901,1,0.0353,0.19,0.00000232,0.187,0.903,118.101,57,1968
Harper Valley Pta,Jeannie C. Riley,3:15,4,0.809,0.717,4,-6.602,1,0.0393,0.574,0,0.089,0.919,122.463,56,1968
Dance To The Music,Sly & the Family Stone,2:59,4,0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,56,1968
Susan,the Buckinghams,2:37,4,0.638,0.537,8,-7.061,1,0.414,0.558,0,0.167,0.42,89.539,56,1968
Just Dropped In (TO See What Condition My Condition Was In),the First Edition,3:21,4,0.58,0.551,9,-9.898,0,0.0582,0.181,0.00719,0.15,0.516,115.896,56,1968
Hold Me Tight,Johnny Nash,3:30,4,0.582,0.925,6,-4.363,0,0.0523,0.00695,0.00000308,0.108,0.788,95.988,55,1968
Ain’t Nothing Like The Real Thing,Marvin Gaye & Tammi Terrell,2:18,4,0.606,0.52,8,-11.312,1,0.036,0.0356,0.000628,0.354,0.765,93.449,55,1968
The Fool On The Hill,Sérgio Mendes,2:59,4,0.357,0.258,4,-10.577,0,0.0313,0.915,0.00000206,0.105,0.499,144.19,55,1968
Nobody But Me,The Human Beinz,2:20,4,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,55,1968
A Beautiful Morning,The Rascals,2:31,4,0.503,0.484,5,-12.833,0,0.0311,0.399,0,0.345,0.8,122.203,55,1968
Different Drum,the Stone Poneys featuring Linda Ronstadt,2:39,4,0.46,0.389,0,-11.603,1,0.031,0.349,0,0.0533,0.606,123.213,55,1968
Suzie Q.,Creedence Clearwater Revival,8:37,4,0.435,0.618,4,-11.391,0,0.0324,0.0601,0.00282,0.167,0.695,129.911,53,1968
"The Rain, The Park & Other Things",The Cowsills,3:04,4,0.376,0.662,11,-8.771,1,0.0404,0.809,0.00131,0.683,0.691,131.582,53,1968
I Wish It Would Rain,The Temptations,2:42,4,0.388,0.449,3,-12.584,1,0.088,0.443,0,0.265,0.692,179.651,53,1968
Hurdy Gurdy Man,Donovan,3:13,4,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,52,1968
This Guy’s In Love With You,Herb Alpert,3:59,4,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.767,51,1968
Classical Gas,Mason Williams,3:04,4,0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,51,1968
Macarthur Park,Richard Harris,3:55,4,0.579,0.667,4,-12.361,0,0.0401,0.0829,0.000616,0.0547,0.449,131.023,50,1968
Incense And Peppermints,Strawberry Alarm Clock,2:47,4,0.484,0.655,4,-11.118,1,0.0316,0.033,0,0.0885,0.634,133.158,50,1968
Lady Madonna,The Beatles,2:16,4,0.65,0.777,2,-4.984,1,0.0294,0.141,0.343,0.215,0.574,109.608,50,1968
Time Has Come Today,The Chambers Brothers,4:50,4,0.528,0.514,2,-11.909,1,0.133,0.0252,0.0894,0.0725,0.44,122.872,49,1968
Cowboys To Girls,The Intruders,2:39,4,0.278,0.432,4,-9.181,1,0.0402,0.797,0,0.732,0.838,208.007,49,1968
Midnight Confessions,The Grass Roots,2:44,4,0.705,0.751,6,-7.08,1,0.0441,0.00297,0.000271,0.105,0.794,134.954,48,1968
The Unicorn,The Irish Rovers,2:21,4,0.473,0.0762,3,-22.856,1,0.046,0.994,0.931,0.0946,0.145,104.249,48,1968
Grazing In The Grass,Hugh Masekela,2:54,4,0.595,0.857,1,-6.89,0,0.163,0.498,0,0.355,0.74,127.629,46,1968
I’ve Gotta Get A Message To You,The Bee Gees,3:14,4,0.336,0.678,2,-5.547,0,0.0268,0.069,0.00103,0.0892,0.609,173.039,46,1968
Lady Willpower,Gary Puckett & The Union Gap,2:45,4,0.53,0.517,0,-8.258,0,0.0293,0.439,0,0.138,0.647,122.779,45,1968
Yummy Yummy Yummy,Ohio Express,3:19,4,0.641,0.922,4,-3.05,0,0.0927,0.136,0,0.414,0.793,107.98,44,1968
Green Tambourine,The Lemon Pipers,2:26,4,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,44,1968
Little Green Apples,O. C. Smith,2:36,4,0.507,0.18,0,-18.607,1,0.0529,0.867,0.037,0.13,0.42,102.275,42,1968
Cry Like A Baby,The Box Tops,2:32,4,0.666,0.465,2,-11.785,1,0.0307,0.344,0.00000482,0.497,0.771,132.808,41,1968
If You Can Want,The Miracles,3:35,4,0.678,0.512,1,-7.389,0,0.0371,0.0237,0.0000745,0.301,0.739,90.002,41,1968
My Special Angel,the Vogues,2:59,4,0.478,0.29,1,-8.591,1,0.0243,0.824,0,0.114,0.375,79.111,41,1968
Judy In Disguise (WITH Glasses),John Fred & His Playboy Band,2:54,4,0.607,0.501,8,-10.201,1,0.0372,0.0574,0.185,0.0529,0.891,81.365,40,1968
Stay In My Corner,The Dells,6:13,3,0.273,0.247,5,-15.021,1,0.0323,0.426,0.0000129,0.861,0.369,169.451,40,1968
The Mighty Quinn,Manfred Mann,2:53,4,0.599,0.703,11,-7.058,1,0.0502,0.442,0,0.232,0.887,92.828,39,1968
Indian Lake,The Cowsills,2:43,4,0.695,0.652,7,-9.051,1,0.0316,0.074,0.0000689,0.0787,0.962,131.857,39,1968
People Got To Be Free,The Rascals,3:01,4,0.685,0.696,10,-8.137,1,0.0364,0.466,0,0.195,0.96,126.019,39,1968
Say It Loud – I’m Black And I’m Proud,James Brown,2:47,4,0.851,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.086,38,1968
I Wonder What She’s Doing Tonight,Tommy Boyce & Bobby Hart,2:41,4,0.57,0.687,10,-12.237,1,0.0305,0.302,0.00383,0.757,0.971,136.524,38,1968
Valleri,The Monkees,2:14,4,0.402,0.564,8,-7.683,0,0.0577,0.145,0.00209,0.261,0.407,151.962,37,1968
"Bend Me, Shape Me",The American Breed,2:13,4,0.636,0.431,2,-16.335,1,0.0335,0.0235,0.00152,0.1,0.69,124.572,36,1968
"Turn Around, Look At Me",The Vogues,2:46,3,0.171,0.32,1,-12.494,1,0.0313,0.601,0.0000311,0.0463,0.328,180.861,36,1968
The House That Jack Built,Aretha Franklin,2:19,4,0.521,0.893,1,-4.168,1,0.0962,0.281,0,0.283,0.962,184.273,35,1968
Reach Out Of The Darkness,Friend & Lover,3:10,4,0.637,0.432,2,-13.219,1,0.033,0.0267,0.0185,0.0756,0.856,116.421,35,1968
Stoned Soul Picnic,The 5th Dimension,3:28,4,0.335,0.409,4,-13.812,1,0.0412,0.369,0,0.154,0.796,187.779,35,1968
Take Time To Know Her,Percy Sledge,3:05,3,0.321,0.337,2,-12.825,1,0.0427,0.698,0.00116,0.0721,0.371,155.279,34,1968
Goin’ Out Of My Head/Can’t Take My Eyes Off You,The Lettermen,3:12,4,0.388,0.383,5,-13.996,1,0.0326,0.696,0.0000443,0.967,0.521,109.725,34,1968
(THEME From) Valley Of The Dolls,Dionne Warwick,3:38,4,0.23,0.273,5,-13.277,1,0.0352,0.871,0.00000221,0.059,0.0868,74.919,33,1968
"1, 2, 3, Red Light",1910 Fruitgum Company,2:07,4,0.718,0.498,3,-8.904,1,0.0374,0.132,0,0.0536,0.982,115.957,31,1968
Boogaloo Down Broadway,the Fantastic Johnny C.,2:35,4,0.802,0.675,10,-5.811,1,0.0424,0.704,0,0.0631,0.962,130.7,28,1968
Bottle Of Wine,The Fireballs,2:12,4,0.659,0.783,9,-9.824,1,0.0322,0.0981,0.0021,0.0517,0.963,135.477,28,1968
Girl Watcher,The O’Kaysions,2:37,4,0.655,0.595,9,-9.191,1,0.0398,0.697,0.000111,0.129,0.936,92.179,26,1968
Here Comes The Judge,Shorty Long,2:37,4,0.699,0.458,1,-16.067,1,0.0876,0.118,0.0000474,0.133,0.608,116.145,24,1968
(SWEET Sweet Baby) Since You’ve Been Gone,Aretha Franklin,2:25,4,0.703,0.635,5,-9.761,0,0.029,0.444,0.00302,0.068,0.951,117.242,21,1968
The Ballad Of Bonnie And Clyde,Georgie Fame,7:37,4,0.18,0.829,4,-8.414,0,0.0464,0.00403,0.835,0.294,0.11,67.477,20,1968
You Better Sit Down Kids,Cher,3:15,4,0.413,0.427,1,-11.29,1,0.0353,0.469,0.00000997,0.0998,0.453,117.729,16,1968
Skinny Legs And All,Joe Tex,3:11,4,0.599,0.394,7,-16.106,1,0.0721,0.718,0.0018,0.706,0.824,130.56,14,1968
You’re All I Need To Get,by Marvin Gaye & Tammi Terrell,3:07,4,0.523,0.395,8,-8.719,1,0.0464,0.403,0,0.0842,0.26,96.542,7,1968
Something,The Beatles,3:48,3,0.369,0.192,4,-12.151,0,0.04,0.555,0.00000835,0.0954,0.148,175.212,87,1969
One,Three Dog Night,2:24,4,0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,85,1969
Bad Moon Rising,Creedence Clearwater Revival,2:21,4,0.508,0.774,2,-5.973,1,0.0321,0.0586,0.00000487,0.063,0.942,178.946,83,1969
Hair,The Cowsills,3:37,4,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73,83,1969
Cinnamon,Derek,5:00,5,0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,82,1969
Atlantis,Donovan,3:49,4,0.4,0.479,8,-7.989,0,0.0308,0.0529,0.00000214,0.115,0.213,166.159,82,1969
Build Me Up Buttercup,The Foundations,3:00,4,0.64,0.664,0,-4.73,1,0.0289,0.196,0,0.31,0.879,134.002,79,1969
Sweet Caroline,Neil Diamond,3:23,4,0.529,0.127,11,-16.066,1,0.0274,0.614,0.000133,0.237,0.579,63.05,78,1969
Jean,Oliver,2:47,4,0.599,0.807,4,-4.679,1,0.0402,0.202,0,0.196,0.812,172.017,78,1969
"Sugar, Sugar",The Archies,3:49,4,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,78,1969
Get Back,The Beatles with Billy Preston,3:31,4,0.553,0.847,5,-5.736,1,0.187,0.0143,0,0.561,0.733,162.024,78,1969
Come Together,The Beatles,4:19,4,0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,77,1969
Little Woman,Bobby Sherman,2:11,4,0.644,0.879,6,-5.204,0,0.0761,0.00423,0.00000691,0.286,0.808,126.935,76,1969
Proud Mary,Creedence Clearwater Revival,3:07,4,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,76,1969
Green River,Creedence Clearwater Revival,2:34,4,0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0809,0.973,141.694,75,1969
Suspicious Minds,Elvis Presley,4:21,4,0.487,0.382,7,-10.889,1,0.0309,0.0422,0.00000474,0.411,0.714,116.557,74,1969
Black Pearl,"Checkmates, Ltd.",5:42,4,0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,73,1969
For Once In My Life,Stevie Wonder,2:49,4,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,73,1969
I Heard It Through The Grapevine,Marvin Gaye,3:14,4,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,72,1969
Love Child,The Supremes,2:17,4,0.726,0.825,0,-7.915,1,0.0277,0.12,0.000235,0.314,0.645,127.501,70,1969
"Baby, I Love You",Andy Kim,4:09,4,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,69,1969
The Boxer,Simon & Garfunkel,5:08,4,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,69,1969
Get Together,The Youngbloods,4:10,4,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,69,1969
Time Of The Season,The Zombies,3:34,4,0.542,0.562,11,-10.727,0,0.0368,0.134,0.00000475,0.411,0.709,116.972,69,1969
Hooked On A Feeling,B.J. Thomas,2:52,4,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,68,1969
Son-Of-A Preacher Man,Dusty Springfield,2:29,4,0.401,0.498,4,-10.682,1,0.0757,0.394,0,0.13,0.816,181.701,67,1969
My Cherie Amour,Stevie Wonder,2:53,4,0.574,0.507,6,-11.343,1,0.0258,0.228,0.00000457,0.279,0.514,101.085,67,1969
Stormy,the Classics IV featuring Dennis Yost,2:35,4,0.151,0.935,2,-20.234,0,0.07,0.176,0.749,0.461,0.0131,92.507,67,1969
I Started A Joke,the Bee Gees,3:08,4,0.31,0.464,7,-8.755,1,0.0275,0.156,0.00000817,0.132,0.431,144.775,66,1969
I Love How You Love Me,Bobby Vinton,3:04,4,0.692,0.883,7,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,65,1969
Honky Tonk Women,The Rolling Stones,3:01,4,0.548,0.778,7,-6.367,1,0.0551,0.279,0.0247,0.0484,0.969,120.37,65,1969
In The Ghetto,Elvis Presley,2:47,4,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,64,1969
Everyday People,Sly & the Family Stone,2:21,4,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,64,1969
Touch Me,The Doors,3:10,4,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,63,1969
Lay Lady Lay,Bob Dylan,3:17,4,0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,62,1969
Going Up The Country,Canned Heat,2:52,4,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737,79.674,61,1969
Hurt So Bad,The Lettermen,1:12,4,0.467,0.146,2,-16.595,1,0.122,0.87,0.00159,0.107,0.0384,81.444,61,1969
Crimson And Clover,Tommy James and the Shondells,3:28,4,0.404,0.591,11,-12.277,1,0.0724,0.256,0.0346,0.177,0.654,82.44,60,1969
These Eyes,The Guess Who,3:45,4,0.561,0.382,7,-11.276,1,0.0267,0.491,0.00000108,0.156,0.758,96.447,59,1969
Soulful Strut,Young-Holt Unlimited,3:01,4,0.671,0.658,10,-9.203,1,0.0336,0.601,0.234,0.055,0.961,89.698,59,1969
If I Can Dream,Elvis Presley,3:11,3,0.325,0.715,7,-7.744,1,0.0368,0.00708,0.0000279,0.0987,0.282,93.914,57,1969
Aquarius/Let The Sunshine In,The 5th Dimension,4:49,4,0.293,0.74,7,-6.098,1,0.0399,0.445,0.00152,0.0998,0.514,118.225,57,1969
Hang ‘EM High,Booker T & the M.G.’s,2:47,3,0.422,0.946,2,-3.145,0,0.0651,0.000181,0,0.231,0.262,127.03,56,1969
Games People Play,Joe South,4:23,4,0.721,0.69,11,-10.533,0,0.0339,0.189,0.00000414,0.138,0.684,132.019,56,1969
A Boy Named Sue,Johnny Cash,3:53,4,0.63,0.489,10,-12.144,1,0.18,0.77,0,0.381,0.796,101.876,56,1969
"Oh, What A Night",The Dells,3:09,3,0.519,0.0279,2,-27.743,1,0.0363,0.906,0.00219,0.251,0.124,105.948,56,1969
Dizzy,Tommy Roe,4:15,4,0.619,0.632,8,-7.692,1,0.0273,0.431,0.00000805,0.0897,0.265,114.97,56,1969
You Showed Me,The Turtles,3:15,4,0.723,0.542,0,-8.5,0,0.026,0.476,0.0826,0.0928,0.675,95.02,55,1969
Laughing,The Guess Who,2:20,3,0.386,0.419,5,-9.712,1,0.0421,0.822,0.00152,0.267,0.425,99.014,54,1969
"Ruby, Don’t Take Your Love To Town",Kenny Rogers & The First Edition,2:53,4,0.672,0.5,0,-18.39,1,0.0445,0.011,0.012,0.287,0.962,105.357,53,1969
Baby It’s You,Smith,3:33,4,0.521,0.884,4,-2.931,0,0.0403,0.00155,0.00000157,0.209,0.494,92.988,53,1969
"Baby, Baby Don’t Cry",The Miracles,3:53,4,0.653,0.827,5,-4.179,1,0.0417,0.344,0,0.144,0.421,137.946,53,1969
Crystal Blue Persuasion,Tommy James and the Shondells,4:02,4,0.621,0.341,9,-11.447,1,0.049,0.102,0.0000778,0.0652,0.578,98.554,53,1969
This Magic Moment,Jay and the Americans,2:48,4,0.619,0.468,4,-9.099,0,0.0797,0.125,0.000723,0.306,0.672,138.54,52,1969
Polk Salad Annie,Tony Joe White,3:43,4,0.783,0.543,9,-11.565,1,0.0412,0.303,0.0159,0.0892,0.833,132.035,52,1969
Twenty-Five Miles,Edwin Starr,3:18,4,0.814,0.836,1,-7.376,1,0.0607,0.0595,0.0000149,0.224,0.964,124.567,51,1969
Hot Fun In The Summertime,Sly & the Family Stone,2:37,3,0.656,0.65,0,-11.643,1,0.0574,0.634,0.0147,0.161,0.931,146.268,51,1969
The Ballad Of John And Yoko,the Beatles,2:59,4,0.651,0.892,4,-6.551,1,0.0313,0.00465,0.00000285,0.127,0.962,135.309,51,1969
I Can’t Get Next To You,The Temptations,2:54,4,0.693,0.687,5,-12.909,1,0.0973,0.575,0,0.398,0.699,108.854,51,1969
Spinning Wheel,"Blood, Sweat & Tears",4:07,4,0.695,0.503,7,-9.313,1,0.0605,0.315,0.0000247,0.261,0.542,96.818,50,1969
What Does It Take (TO Win Your Love),Jr. Walker & The All Stars,2:30,4,0.607,0.513,5,-11.07,1,0.0277,0.206,0,0.0802,0.709,110.747,50,1969
Cloud Nine,The Temptations,2:16,5,0.0797,0.00164,5,-37.773,1,0.0447,0.973,0.861,0.0903,0.0588,171.243,50,1969
Time Is Tight,Booker T & the M.G.’s,3:15,4,0.772,0.43,9,-14.602,0,0.0464,0.067,0.889,0.104,0.959,134.561,49,1969
Put A Little Love In Your Heart,Jackie DeShannon,2:36,4,0.596,0.523,2,-6.801,1,0.0248,0.238,0,0.0771,0.435,100.974,49,1969
I’m Gonna Make You Love Me,The Supremes & The Temptations,3:07,4,0.635,0.393,10,-11.894,1,0.0428,0.394,0,0.255,0.427,98.332,49,1969
Hawaii Five-O,The Ventures,1:53,4,0.518,0.782,9,-9.753,1,0.0631,0.265,0.654,0.0769,0.861,163.647,49,1969
You’ve Made Me So Very Happy,"Blood, Sweat & Tears",4:18,4,0.414,0.501,3,-9.105,0,0.0443,0.253,0,0.353,0.452,95.837,48,1969
Galveston,Glen Campbell,2:41,4,0.526,0.52,5,-8.918,1,0.0296,0.202,0.000329,0.156,0.675,118.404,48,1969
In The Year 2525,Zager & Evans,3:19,4,0.451,0.62,8,-5.609,0,0.0361,0.145,0.0239,0.0677,0.5,123.487,48,1969
Oh Happy Day,Edwin Hawkins Singers,5:08,4,0.321,0.462,8,-10.711,1,0.0346,0.0961,0,0.102,0.457,116.782,47,1969
More Today Than Yesterday,Spiral Starecase,3:08,4,0.608,0.764,7,-6.262,1,0.0332,0.143,0,0.067,0.769,142.121,47,1969
Grazing In The Grass,The Friends of Distinction,2:54,4,0.595,0.857,1,-6.89,0,0.163,0.498,0,0.355,0.74,127.629,46,1969
"Abraham, Martin And John",Dion,3:20,4,0.336,0.374,4,-14.75,1,0.0374,0.393,0.0000683,0.235,0.387,146.945,45,1969
